dataset,sample_idx,label_value,dice_native,dice_ds,morphology,task_id,subject_index,fg_frac,ctx_dice,thinness,tortuosity,branching_density,region_size,boundary_complexity,scattered_count,scattered_clustering,task_ambiguity,boundary_amp_scale,boundary_sigma_frac,boundary_keep_largest,position_jitter,support_query_shift,support_query_translate,support_query_scale,foreground_contrast,texture_heterogeneity,noise_level,context_copy_fraction,context_consistency,task_ambiguity_intensity,axis_identification,axis_segmentation
synth/blob/amb0.45,317,1,0.5297029614448547,0.5297029614448547,blob,1540,1,0.01806640625,0.2536201626062393,0.5205537594592875,0.26429137686923937,0.3446369099327262,0.3183559328721691,0.5713757235713733,11.0,0.37217720157223366,0.40442090042195983,0.5,0.4,1.0,0.15,0.5,0.05,0.45,0.15,0.75,0.85,0.0,0.9,0.6,0.40442090042195983,0.6497515491011732
synth/blob/amb0.45,318,1,0.2765273451805115,0.2765273451805115,blob,1540,2,0.0147705078125,0.3926352759202321,0.5205537594592875,0.26429137686923937,0.3446369099327262,0.3183559328721691,0.5713757235713733,11.0,0.37217720157223366,0.40442090042195983,0.5,0.4,1.0,0.15,0.5,0.05,0.45,0.15,0.75,0.85,0.0,0.9,0.6,0.40442090042195983,0.6497515491011732
synth/blob/amb0.45,319,1,0.480211079120636,0.480211079120636,blob,1540,3,0.011962890625,0.06349206467469533,0.5205537594592875,0.26429137686923937,0.3446369099327262,0.3183559328721691,0.5713757235713733,11.0,0.37217720157223366,0.40442090042195983,0.5,0.4,1.0,0.15,0.5,0.05,0.45,0.15,0.75,0.85,0.0,0.9,0.6,0.40442090042195983,0.6497515491011732
synth/annular/amb0.65,320,1,0.13903743028640747,0.13903743028640747,annular,1546,0,0.0355224609375,0.2842333912849426,0.5921870547894054,0.6404619269633911,0.7899904840816518,0.5269491125857211,0.7486599121695744,6.0,0.22890733736553515,0.6480432684457265,0.5,0.4,1.0,0.15,0.5,0.05,0.45,0.15,0.75,0.85,0.0,0.9,0.6,0.6480432684457265,0.6679912225641504
synth/annular/amb0.65,321,1,0.27284106612205505,0.27284106612205505,annular,1546,1,0.03045654296875,0.2845386167367299,0.5921870547894054,0.6404619269633911,0.7899904840816518,0.5269491125857211,0.7486599121695744,6.0,0.22890733736553515,0.6480432684457265,0.5,0.4,1.0,0.15,0.5,0.05,0.45,0.15,0.75,0.85,0.0,0.9,0.6,0.6480432684457265,0.6679912225641504
synth/annular/amb0.65,322,1,0.4913385808467865,0.4913385808467865,annular,1546,2,0.0191650390625,0.2501559207836787,0.5921870547894054,0.6404619269633911,0.7899904840816518,0.5269491125857211,0.7486599121695744,6.0,0.22890733736553515,0.6480432684457265,0.5,0.4,1.0,0.15,0.5,0.05,0.45,0.15,0.75,0.85,0.0,0.9,0.6,0.6480432684457265,0.6679912225641504
synth/annular/amb0.65,323,1,0.23762376606464386,0.23762376606464386,annular,1546,3,0.0111083984375,0.15132756034533182,0.5921870547894054,0.6404619269633911,0.7899904840816518,0.5269491125857211,0.7486599121695744,6.0,0.22890733736553515,0.6480432684457265,0.5,0.4,1.0,0.15,0.5,0.05,0.45,0.15,0.75,0.85,0.0,0.9,0.6,0.6480432684457265,0.6679912225641504
synth/blob/amb0.75,324,1,0.0,0.0,blob,1555,0,0.01495361328125,0.24838743607203165,0.8852152629119074,0.3245349894832964,0.5952551926096441,0.524901357447327,0.7475215509651256,7.0,0.5242255893052062,0.743070112382904,0.5,0.4,1.0,0.15,0.5,0.05,0.45,0.15,0.75,0.85,0.0,0.9,0.6,0.743070112382904,0.6681810215142165
synth/blob/amb0.75,325,1,0.3719806671142578,0.3719806671142578,blob,1555,1,0.039794921875,0.10670746862888336,0.8852152629119074,0.3245349894832964,0.5952551926096441,0.524901357447327,0.7475215509651256,7.0,0.5242255893052062,0.743070112382904,0.5,0.4,1.0,0.15,0.5,0.05,0.45,0.15,0.75,0.85,0.0,0.9,0.6,0.743070112382904,0.6681810215142165
synth/blob/amb0.75,326,1,0.525172770023346,0.525172770023346,blob,1555,2,0.0216064453125,0.4420339415470759,0.8852152629119074,0.3245349894832964,0.5952551926096441,0.524901357447327,0.7475215509651256,7.0,0.5242255893052062,0.743070112382904,0.5,0.4,1.0,0.15,0.5,0.05,0.45,0.15,0.75,0.85,0.0,0.9,0.6,0.743070112382904,0.6681810215142165
