class,obj_vox,real_dice,tier,res,mode,tier_native_res,K,auroc,ap,transfer_dice,transfer_precision,transfer_recall,margin,retrieval_at1
gluteus_maximus_left,70660,,backbone,16,dense,24,1,0.972505509853363,,0.5061432719230652,0.44921332597732544,0.5795971155166626,0.20141473412513733,0.765625
gluteus_maximus_left,70660,,backbone,24,dense,24,1,0.9640798568725586,,0.5138487219810486,0.4622546136379242,0.5784070491790771,0.20614321529865265,0.8033333420753479
gluteus_maximus_left,63874,,backbone,16,dense,24,1,0.9841088652610779,,0.5357089042663574,0.556233286857605,0.5166453719139099,0.17973540723323822,0.7884615659713745
gluteus_maximus_left,63874,,backbone,24,dense,24,1,0.980612576007843,,0.6105102300643921,0.5648597478866577,0.6641881465911865,0.17541034519672394,0.8142293095588684
gluteus_maximus_left,109406,,backbone,16,dense,24,1,0.9624543190002441,,0.2655552625656128,0.2813439667224884,0.2514444887638092,0.09715660661458969,0.41379308700561523
gluteus_maximus_left,109406,,backbone,24,dense,24,1,0.9627945423126221,,0.3700488805770874,0.3311500549316406,0.4193025827407837,0.10721498727798462,0.5759162306785583
gluteus_maximus_right,138391,,backbone,16,dense,24,1,0.9639898538589478,,0.33519789576530457,0.4651510417461395,0.26200059056282043,0.1825718879699707,0.3535911738872528
gluteus_maximus_right,138391,,backbone,24,dense,24,1,0.9676530957221985,,0.37150925397872925,0.469810426235199,0.3072264492511749,0.17380616068840027,0.43368420004844666
gluteus_maximus_right,76947,,backbone,16,dense,24,1,0.9700124263763428,,0.39807575941085815,0.49194756150245667,0.3342880308628082,0.12088144570589066,0.4642857313156128
gluteus_maximus_right,76947,,backbone,24,dense,24,1,0.9665998220443726,,0.46264636516571045,0.5275392532348633,0.41196972131729126,0.11763490736484528,0.4673539698123932
gluteus_maximus_right,77768,,backbone,16,dense,24,1,0.972464919090271,,0.3347617983818054,0.24049177765846252,0.5505847334861755,0.13106103241443634,0.5114504098892212
gluteus_maximus_right,77768,,backbone,24,dense,24,1,0.9414078593254089,,0.3907434046268463,0.29912593960762024,0.5632612705230713,0.13545317947864532,0.698113203048706
gluteus_maximus_right,64305,,backbone,16,dense,24,1,0.9882139563560486,,0.5648342370986938,0.5047093629837036,0.6412215232849121,0.1869918555021286,0.8499999642372131
gluteus_maximus_right,64305,,backbone,24,dense,24,1,0.9844455718994141,,0.5451188683509827,0.45279794931411743,0.6847279071807861,0.18661342561244965,0.7786259651184082
